LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,CREDIT_UTILIZATION,BILL_CHANGE_MEAN,MAX_DELAY,LAST_DELAY,RECENT_PAY_RATIO,PAYMENT_STD,TOTAL_BILL,TOTAL_PAY,PAY_TO_BILL_RATIO
50000,1,2,1,46,0,0,0,2,0,0,15220,16961,19930,19328,37113,19165,2000,3258,0,679,1528,587,0.3044,8209.0,2,0,0.1314060446780552,1178.9125497677935,127717.0,8052,0.0630456399696203
200000,1,3,1,54,0,0,0,2,0,0,1749,3939,7856,3640,3656,6273,3000,4031,5,16,6005,733,0.008745,2591.2,2,0,1.7152658662092624,2455.7092390319067,27113.0,13790,0.5086121048943312
70000,2,2,2,25,1,2,0,0,0,0,5412,5177,6291,9085,9270,6821,0,1206,3000,185,200,0,0.0773142857142857,1355.4,2,1,0.0,1184.548929621173,42056.0,4591,0.109163971847061
400000,2,3,1,40,0,-1,-1,-1,-1,-1,30179,35550,71671,-329,65691,23657,35729,72031,0,66020,23776,32948,0.0754475,44309.2,0,0,1.1839027138076146,26904.225241895867,226419.0,230504,1.0180417721127644
20000,1,2,2,41,0,0,0,2,2,0,10142,10869,13940,14755,14223,15337,1200,3250,1340,0,1500,5000,0.5071,1251.8,2,0,0.1183198580161703,1781.8015228040038,79266.0,12290,0.1550475613756213
230000,2,1,1,42,-1,-1,-1,-1,-1,-1,2915,4203,167,3351,1644,1733,4203,200,3351,1644,1733,4737,0.0126739130434782,2060.8,-1,-1,1.441852487135506,1738.622059754985,14013.0,15868,1.1323770784271747
110000,2,1,2,25,0,0,0,0,0,0,63594,56267,53550,44084,42077,37770,2260,1499,1309,1487,2000,5000,0.5781272727272727,5164.8,0,0,0.035537943831179,1389.693983100836,297342.0,13555,0.0455872362464771
30000,2,1,2,28,0,0,0,0,0,0,6359,7461,5172,5931,7665,9535,1230,1241,1000,2000,2000,0,0.2119666666666666,1550.8,0,0,0.193426639408712,741.6658052429455,42123.0,7471,0.1773615364527692
450000,2,2,1,53,-1,-1,-1,-1,-1,-1,0,0,1215,5772,2150,670,0,1215,5780,2150,670,3625,0.0,2174.8,-1,-1,0.0,2144.3437224475,9807.0,13440,1.3704496788008564
50000,2,1,2,29,-1,-1,-1,-1,-1,-1,0,0,0,0,2900,0,0,0,0,2900,0,0,0.0,1160.0,-1,-1,0.0,1183.9200423452028,2900.0,2900,1.0
80000,2,2,1,27,0,0,0,0,0,0,80658,70963,73411,75331,55011,56271,3800,3600,3200,2000,2100,3001,1.0,7128.6,0,0,0.0471124996900493,753.0074147487969,411645.0,17701,0.0430006437585783
130000,1,1,2,28,0,0,0,0,0,-1,92174,93991,54735,31682,0,0,4086,2635,1700,0,0,0,0.7090307692307692,19161.6,0,0,0.0443292034630156,1715.21121148388,272582.0,8421,0.0308934559141836
130000,2,3,1,49,0,0,0,0,0,0,25339,26342,27376,28415,28980,29738,1427,1461,1500,1037,1225,1080,0.1949153846153846,879.8,0,0,0.0563163502900666,202.2015496148995,166190.0,7730,0.0465130272579577
100000,2,3,1,50,0,0,0,0,0,0,16469,17885,19587,21256,22895,24514,2000,2000,2000,2000,2000,2000,0.16469,1609.0,0,0,0.1214402817414536,0.0,122606.0,12000,0.0978744922760713
50000,1,2,2,31,0,0,3,2,0,0,10426,14466,13952,13418,13686,13456,4231,0,0,451,456,449,0.20852,1117.2,3,0,0.4058123920966813,1631.6783281844089,79404.0,5587,0.0703616946249559
30000,1,3,2,31,0,0,0,0,0,-1,27838,28791,27788,29784,0,0,1703,1200,2196,2500,0,0,0.9279333333333334,6747.2,0,0,0.0611753717939507,1075.963893446244,114201.0,7599,0.0665405731998844
140000,2,1,2,43,1,2,0,0,0,0,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,1.0,3155.4,2,1,2.0330712930333424e-05,3225.0490693941388,850233.0,30303,0.0356408184579991
50000,2,3,1,35,3,2,2,2,0,0,34440,32823,34699,30869,29890,29719,0,3511,0,1045,1066,1134,0.6888,1694.6,3,3,0.0,1283.292795896556,192440.0,6756,0.0351070463521097
160000,1,3,1,59,-1,-1,-1,-1,-1,-1,-220,390,170,-220,390,390,1000,170,0,1000,390,390,0.0,366.0,-1,-1,-4.545454545454546,420.1626669120743,900.0,2950,3.2777777777777777
140000,2,2,2,26,0,0,-1,-1,0,0,4113,6030,16025,24616,19458,20047,2000,16025,24616,1000,1000,1000,0.0293785714285714,5250.0,0,0,0.4862630683199611,10223.156076607002,90289.0,45641,0.505499008738606
70000,2,1,2,38,0,0,0,0,0,0,63455,54722,56062,82305,42308,40507,2057,2322,1631,2942,1783,1723,0.9065,15622.8,0,0,0.0324166732329997,493.8249352419,339359.0,12458,0.0367103863460229
50000,1,2,1,25,0,0,0,0,0,0,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,0.55398,723.8,0,0,0.0565002346655113,271.85339186161843,173552.0,6842,0.0394233428597768
390000,2,1,2,30,0,0,0,0,0,0,60819,61300,59328,57852,55903,53516,5000,2506,3000,2500,2000,2000,0.1559461538461538,1653.0,0,0,0.0822111511205379,1125.110068689578,348718.0,17006,0.048767198710706
30000,1,2,2,54,0,0,0,0,0,0,26278,24767,27533,26400,25620,390,1700,3400,2528,0,390,780,0.8759333333333333,6284.0,0,0,0.0646928990029682,1319.1272367238373,130988.0,8798,0.0671664579961523
100000,2,1,2,38,2,2,2,2,2,2,37160,39750,40298,40835,41529,42697,3500,1500,1500,1500,2000,1500,0.3716,1107.4,2,2,0.0941872981700753,801.040989379861,242269.0,11500,0.0474678972547044
110000,1,1,1,36,2,0,0,0,0,0,36152,37246,38340,39018,40122,41069,2000,2000,1500,1500,1500,1135,0.3286545454545455,983.4,2,2,0.0553219738880283,336.45826883384314,231947.0,9635,0.0415396620779747
240000,2,3,2,35,-1,-1,-1,-1,-1,-1,4215,0,0,0,0,0,0,0,0,0,0,0,0.0175625,843.0,-1,-1,0.0,0.0,4215.0,0,0.0
90000,1,1,2,32,-1,-1,-1,-1,-1,2,6546,1485,25558,1443,1677,1480,1498,25572,1443,257,0,58,0.0727333333333333,10736.0,2,-1,0.2288420409410327,10196.21419285936,38189.0,28828,0.7548770588389326
130000,1,1,2,25,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0
40000,2,1,2,22,0,0,0,0,0,0,34521,35662,36918,37478,20650,0,2000,2000,1071,1500,0,0,0.863025,8087.0,0,0,0.0579357492540772,916.591602987212,165229.0,6571,0.0397690478063778
120000,2,1,2,25,0,0,0,-1,0,-1,11431,6857,6865,8209,4825,4322,6000,3147,12000,4000,5000,1759,0.0952583333333333,1962.6,0,0,0.5248884612019946,3586.9825015835618,42509.0,31906,0.7505704674304265
50000,1,3,2,58,0,0,0,0,0,0,7556,7312,6959,5813,3985,3169,1140,1048,163,135,151,2000,0.15112,877.4,0,0,0.150873478030704,759.1931023571451,34794.0,4637,0.1332701040409266
120000,2,1,1,51,0,0,0,0,0,0,117287,120290,116082,118405,99081,106300,6500,6000,6000,4000,9000,0,0.9773916666666668,7215.4,0,0,0.0554196117216741,3029.026246172192,677445.0,31500,0.0464982397094967
500000,2,1,2,34,0,0,0,0,0,0,161716,143382,123316,142773,107136,95915,6018,5198,46047,10039,30027,60038,0.323432,20943.0,0,0,0.0372133864305325,23078.691396321992,774238.0,157367,0.2032540381639754
270000,1,1,2,31,0,0,0,0,0,0,9526,10418,6436,7196,7137,5587,1116,1500,2000,1000,194,1005,0.0352814814814814,1448.6,0,0,0.1171530547973966,600.402004216064,46300.0,6815,0.1471922246220302
200000,1,1,1,57,-1,-1,-1,-1,2,2,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000,0.762595,28929.8,2,-1,0.0,3273.526233284224,469636.0,9522,0.0202752770230561
180000,1,1,1,50,0,0,0,0,0,0,66114,69436,72560,76169,77988,69293,5000,5000,5000,3000,5000,5000,0.3673,4113.8,0,0,0.0756269473938953,816.4965809277261,431560.0,28000,0.0648808972101214
150000,2,2,2,25,0,0,0,0,0,0,100165,102327,101572,103062,83567,85098,5000,3500,3000,3000,3100,3100,0.6677666666666666,5086.6,0,0,0.0499176359007637,781.6648898345121,575791.0,20700,0.0359505445552292
260000,2,2,2,30,-1,-1,-1,-1,-1,-1,4456,177,1406,1006,436,5860,177,1406,1006,440,5860,1306,0.0171384615384615,2380.4,-1,-1,0.0397217235188509,2094.565961402664,13341.0,10195,0.7641855932838618
150000,2,3,1,41,0,0,0,0,0,0,88818,90585,92485,94373,96245,98263,3241,3358,3427,3443,3567,3585,0.59212,1889.0,0,0,0.0364903510549663,129.30339000454188,560769.0,20621,0.0367727174647671
160000,1,2,1,36,-1,-1,-1,-1,-1,-1,8700,5159,10550,3566,2453,2673,5183,10670,3576,2460,2680,2484,0.054375,3449.8,-1,-1,0.5957471264367816,3191.455869453104,33101.0,27053,0.8172864868130872
60000,2,3,2,45,0,0,0,0,0,0,26350,23908,24215,17728,18087,17730,1413,1500,1173,532,597,469,0.4391666666666666,1990.4,0,0,0.0536242884250474,468.4547648030348,128018.0,5684,0.0444000062491212
200000,1,2,2,29,-1,-1,-1,-1,-1,-1,13765,14304,29399,15817,6155,9955,14304,29404,15825,6155,9955,19773,0.068825,8535.6,-1,-1,1.0391572829640392,8126.733579161228,89395.0,95416,1.067352760221489
150000,2,3,2,30,-1,-1,-1,-1,-1,-1,456,9664,3420,2527,0,0,9664,3420,2612,0,0,0,0.00304,3774.4,-1,-1,21.19298245614035,3764.33537294434,16067.0,15696,0.976909192755337
50000,2,1,2,23,1,2,0,0,0,0,34443,33590,34651,35677,36485,37300,0,1600,1600,1400,1400,1400,0.68886,912.6,2,1,0.0,612.1002096606949,212146.0,7400,0.0348816381171457
90000,2,1,1,28,-1,0,0,0,0,0,12759,10941,10420,14420,9855,9097,5000,6000,4000,5000,3500,5000,0.1417666666666666,2332.4,0,-1,0.3918802413982287,880.3408430829504,67492.0,28500,0.4222722693059918
80000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,416,0.0052,0.0,-1,-1,1.0,0.0,2496.0,2496,1.0
360000,2,1,1,48,-1,-1,-1,-1,-1,-1,2119,-3,-3,-3,711,875,3,0,0,714,879,1519,0.0058861111111111,600.0,-1,-1,0.0014157621519584,628.1087220112985,3696.0,3115,0.8428030303030303
250000,2,1,2,32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,0.10586,3802.2,0,0,0.1889287738522577,1356.619573302209,181602.0,18550,0.1021464521315844
80000,2,1,1,28,-1,2,-1,-1,-1,-1,9598,6278,8721,3589,8209,10253,60,8721,3589,8209,10253,4829,0.119975,3511.8,2,-1,0.0062513023546572,3816.2845674818327,46648.0,35661,0.7644700737437832
90000,2,3,1,45,1,2,0,0,0,0,83760,80136,76823,47008,32358,33318,0,3365,2051,1200,1500,1500,0.9306666666666666,10472.4,2,1,0.0,1100.7800264660812,353403.0,9616,0.0272097294024102
150000,2,2,1,36,0,0,0,0,0,-1,113368,70001,45813,44309,27428,2013,2354,2500,1200,2618,2013,4724,0.7557866666666667,22271.0,0,0,0.020764236821678,1173.0903488933266,302932.0,15409,0.0508662009956029
90000,2,2,2,26,0,0,0,0,0,0,11181,11237,9442,5318,11928,15558,3194,8823,0,7000,6660,10000,0.1242333333333333,3243.0,0,0,0.2856631786065647,3721.8591277299392,64664.0,35677,0.551728937275764
50000,1,2,2,23,0,0,0,0,-1,-1,48784,50371,51400,0,0,0,2400,2400,0,0,0,0,0.97568,10803.2,0,0,0.0491964578550344,1239.3546707863734,150555.0,4800,0.0318820364650792
270000,2,2,1,51,-1,-1,-1,0,-1,-1,7582,10392,11088,6045,750,4003,10392,11586,6013,750,4003,5000,0.0280814814814814,3419.4,0,-1,1.3706146135584278,4062.92543208298,39860.0,37744,0.9469141996989464
50000,2,2,3,30,2,2,0,0,0,0,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,0.80174,1625.4,2,2,0.0,960.2735894872184,212085.0,8311,0.0391871183723507
80000,2,2,2,45,1,-1,-1,-1,-1,-1,-1600,82150,0,0,0,0,83750,0,0,0,0,0,0.0,33180.0,1,1,-52.34375,34190.794326348536,80550.0,83750,1.0397268777157045
120000,1,1,1,33,0,0,0,0,0,0,119684,121113,113997,117085,117945,109855,5000,4200,5000,5000,4200,4100,0.9973666666666666,4116.6,0,0,0.0417766785869456,457.8937285731992,699679.0,27500,0.0393037378569315
30000,2,1,2,27,0,0,2,2,2,2,10562,12873,14371,13843,15611,15221,2500,2000,0,2000,0,1000,0.3520666666666667,1299.0,2,0,0.2366975951524332,1083.97416943394,82481.0,7500,0.0909300323710915
210000,2,2,1,40,-1,-1,-1,-1,-1,-1,10240,-660,117,4890,-356,4644,0,5000,5000,0,5000,1000,0.0487619047619047,5339.2,-1,-1,0.0,2581.988897471611,18875.0,16000,0.847682119205298
50000,1,2,2,25,2,2,2,0,0,0,19775,21679,18566,19918,19584,18508,3800,0,2000,1500,1000,2000,0.3955,1555.8,2,2,0.1921618204804045,1265.5697004379751,118030.0,10300,0.0872659493349148
110000,1,2,2,24,0,0,0,0,0,0,91915,92168,90705,40086,41449,42260,3800,3818,1426,2000,2000,3261,0.835590909090909,10901.8,0,0,0.041342544742425,1036.90727647172,398583.0,16305,0.0409074145159226
200000,1,3,1,46,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0,0.0
160000,2,2,2,44,1,-1,-1,-1,-1,-1,-4,-4,3454,0,3312,0,0,3458,0,3312,0,0,0.0,2707.2,1,1,-0.0,1748.616100425324,6758.0,6770,1.0017756732761172
180000,2,2,1,46,-1,-1,-1,-1,-1,-1,578,911,578,578,578,438,911,578,578,578,438,280,0.0032111111111111,161.2,-1,-1,1.5761245674740485,208.54519893778425,3661.0,3363,0.9186014750068288
120000,1,3,1,39,-1,2,2,0,0,3,12190,13091,12591,17366,22064,21432,1400,0,5000,5000,0,0,0.1015833333333333,2301.2,3,-1,0.1148482362592288,2461.706725018234,98734.0,11400,0.1154617457005692
10000,2,2,1,49,0,0,0,0,0,0,3100,4116,5280,5543,5605,5717,1073,1237,500,300,205,300,0.31,523.4,0,0,0.3461290322580645,441.69797373318346,29361.0,3615,0.1231225094513129
50000,1,3,2,23,2,0,0,0,0,0,11744,10935,11664,10872,9392,9456,1507,1500,300,500,500,118,0.23488,774.8,2,2,0.1283208446866485,610.1697304848873,64063.0,4425,0.0690726316282409
20000,2,1,2,31,3,2,2,2,2,0,6186,5941,8541,8560,8274,9135,0,2869,305,0,1000,1000,0.3093,802.2,3,3,0.0,1082.8179286780703,46637.0,5174,0.1109419559577159
360000,1,1,2,32,-1,-1,-1,-1,-1,-1,8971,2284,21669,-3,15866,-46,2303,21785,0,15869,0,0,0.0249194444444444,15905.0,-1,-1,0.2567160851633039,9650.093818196796,48741.0,39957,0.8197821136209762
200000,2,1,1,37,-1,-1,-1,-1,-1,-1,3135,0,0,0,0,0,0,0,0,0,0,0,0.015675,627.0,-1,-1,0.0,0.0,3135.0,0,0.0
130000,1,2,3,34,2,2,2,0,0,0,126749,135867,132249,132416,131959,128375,11243,0,5600,5150,5100,4512,0.9749923076923076,3388.8,2,2,0.0887028694506465,3582.634659018416,787615.0,31605,0.0401274734483218
360000,2,2,1,42,-1,-1,-1,-1,-1,-1,2333,6295,0,0,1070,0,6295,0,0,1070,0,0,0.0064805555555555,2479.4,-1,-1,2.698242606086584,2519.181910859158,9698.0,7365,0.7594349350381522
50000,1,2,1,52,2,0,0,0,0,-1,27548,28578,29660,30600,-300,9037,1478,1560,1500,0,9337,323,0.55096,8657.8,2,2,0.0536518077537389,3480.079922453889,125123.0,14198,0.1134723432142771
360000,2,1,2,33,-1,-1,2,-1,0,0,0,883,887,26292,22279,550,883,4,26514,557,550,2500,0.0,10406.8,2,-1,0.0,10491.761587073926,50891.0,31008,0.6093022341867914
360000,2,2,2,31,-1,0,0,0,0,-1,9688,7612,7537,11227,9703,61882,2012,3004,5011,1061,65663,2019,0.0269111111111111,11908.8,0,-1,0.2076796036333608,25771.670940524345,107649.0,78770,0.7317299742682236
170000,2,2,1,37,2,0,0,2,2,2,135419,138547,148175,149758,147262,156808,6800,13500,5500,0,12000,0,0.7965823529411765,5276.2,2,2,0.0502145193805891,5737.595315112421,875969.0,37800,0.0431522120075025
170000,1,1,2,25,-1,-1,0,0,0,0,-1028,58324,57657,58832,60002,61260,60751,2100,2135,2148,2225,2396,0.0,12724.4,0,-1,-59.09630350194553,23903.253196305035,295047.0,71755,0.2431985412493602
30000,2,3,1,43,-1,3,2,2,0,0,10330,10040,10903,10533,10132,10343,0,1149,101,348,359,364,0.3443333333333333,427.0,3,-1,0.0,403.7431939570829,62281.0,2321,0.0372665821036913
130000,2,4,2,47,2,-1,-1,0,-1,-1,1478,1501,2598,1299,1299,1299,1501,2598,0,1299,1299,1299,0.0113692307692307,483.8,2,2,1.0155615696887683,825.6882381787127,9474.0,7996,0.8439940890859193
300000,2,1,2,28,-1,-1,-1,-1,0,0,16094,2259,0,12880,14895,9386,2259,0,12880,2500,200,280,0.0536466666666666,7299.6,0,-1,0.1403628681496209,4952.767324099394,55514.0,18119,0.3263861368303491
20000,2,2,1,27,0,0,0,0,0,0,19961,16437,16579,17437,18314,19616,1500,2579,1437,1314,1616,800,0.99805,1340.6,0,0,0.0751465357447021,582.439009682559,108344.0,9246,0.0853392896699401
130000,2,2,1,34,1,-1,0,0,0,0,0,5396,10270,13576,13864,14636,5396,5000,3500,501,1000,2000,0.0,2927.2,1,1,0.0,2057.9220344804125,57742.0,17397,0.3012884901804579
100000,1,2,1,38,0,-1,-1,-1,0,0,1473,390,390,1170,780,780,390,390,1170,0,0,0,0.01473,450.6,0,0,0.2647657841140529,455.9276258355047,4983.0,1950,0.3913305237808549
70000,2,2,1,24,0,0,0,0,0,0,8193,7569,8127,8838,8736,10753,1122,2127,2000,1736,2753,2177,0.1170428571428571,802.4,0,0,0.1369461735627975,539.2296047758011,52216.0,11915,0.2281867626781063
180000,2,2,1,32,1,2,2,0,0,2,146549,150151,142421,110713,84928,83307,7641,3,6003,5826,0,2855,0.8141611111111111,14089.2,2,1,0.0521395574176555,3268.7694728546803,718069.0,22328,0.0310945048456346
260000,2,2,1,40,1,-1,-1,-1,-1,-1,0,342,0,0,0,0,342,0,0,0,0,0,0.0,136.8,1,1,0.0,139.62091533864114,342.0,342,1.0
150000,2,3,1,39,2,2,2,0,0,0,151664,153994,147038,122498,75782,71306,6300,0,5000,3000,3000,3000,1.0,17003.6,2,2,0.0415391918978795,2145.149567435023,722282.0,20300,0.028105366048164
150000,1,3,1,45,-1,0,-1,-1,-1,-1,29169,15000,15000,0,15000,0,1000,15000,0,15000,0,0,0.19446,11833.8,0,-1,0.0342829716479824,7626.707459098366,74169.0,31000,0.4179643786487616
200000,1,2,1,45,-1,0,-1,-1,0,-1,98974,36829,31707,44433,4155,2114,10000,31727,44626,18,2124,9844,0.49487,24462.4,0,-1,0.1010366358841716,17819.86880329557,218212.0,98339,0.4506580756328708
100000,2,3,1,34,0,0,0,0,0,-1,9728,11099,8761,8289,6980,5571,5000,1333,3000,3000,5571,5149,0.09728,1379.8,0,0,0.5139802631578947,1658.412664769136,50428.0,23053,0.4571468231934639
100000,2,2,1,36,-1,-1,-1,-1,-1,-1,2205,0,1983,3543,0,0,0,1983,3543,0,0,2645,0.02205,1858.2,-1,-1,0.0,1571.8538630122923,7731.0,8171,1.0569137239684387
50000,2,1,2,27,0,0,0,0,0,2,51076,50816,47977,34783,20570,20047,2223,1572,1700,1739,0,225,1.0,6205.8,2,0,0.0435233769284987,906.077130638814,225269.0,7459,0.033111524444109
230000,1,2,2,27,0,0,0,0,0,0,34592,23689,27652,8430,9811,9865,1816,5105,1293,2000,528,3000,0.1504,7104.6,0,0,0.0524976873265494,1602.2330250830144,114039.0,13742,0.1205026350634432
210000,1,3,2,48,0,0,0,0,-1,-1,85107,83658,73664,38405,38395,5062,33658,30003,1000,38395,5062,13061,0.4052714285714285,16009.0,0,0,0.3954786327799123,15855.843651474368,324291.0,121179,0.3736736449670204
120000,2,2,1,54,1,-1,-1,-1,-1,-1,-200,-200,-200,0,700,1935,0,0,200,700,1935,0,0.0,427.0,1,1,-0.0,766.1184634245542,2035.0,2835,1.393120393120393
20000,2,2,1,32,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0.12,0.0,7,3,0.0,0.0,14400.0,0,0.0
280000,2,2,1,45,0,0,0,0,0,0,159633,149747,138933,128216,216598,103119,7000,6500,6500,3994,4000,3500,0.5701178571428571,46655.6,0,0,0.0438505822730889,1574.168351860753,896246.0,31494,0.0351399057847956
200000,1,3,1,33,-1,-1,-1,-1,-1,0,5868,8654,3408,12019,22169,7416,8697,3439,12079,22219,185,12019,0.02934,8309.2,0,-1,1.4821063394683027,7726.216978573667,59534.0,58638,0.9849497765982465
500000,1,2,2,35,0,0,0,0,0,0,207237,224007,275615,220088,216482,136086,20001,30168,6022,6375,5005,5000,0.414474,41581.4,0,0,0.096512688371285,10576.814443236994,1279515.0,72571,0.056717584397213
140000,1,2,2,44,0,0,0,0,0,0,129301,129885,131886,133105,78607,78773,6104,7000,5518,2933,3100,3502,0.9235785714285716,11693.6,0,0,0.0472076782082118,1734.7924851885502,681557.0,28157,0.041312758874166
60000,2,1,2,24,0,0,0,0,0,0,22504,23547,24877,21465,21218,21300,1420,1750,1338,761,925,887,0.3750666666666666,1222.8,0,0,0.0630998933522929,383.11847601840697,134911.0,7081,0.0524864540326585
130000,1,3,1,54,-1,-1,-1,-1,-1,-1,193,2499,0,0,428,150,2520,0,0,428,150,285,0.0014846153846153,1102.2,-1,-1,13.05699481865285,972.6110048044216,3270.0,3383,1.0345565749235477
90000,2,2,2,44,2,2,2,2,2,2,15089,17023,18451,17857,20256,20785,2500,2000,0,2700,1000,0,0.1676555555555555,1376.8,2,2,0.1656836105772417,1211.0601416389966,109461.0,8200,0.0749125259224746
30000,2,2,2,24,2,2,0,0,0,0,27954,27226,28427,28752,28447,24552,0,2000,1000,1100,1500,1000,0.9318,1290.8,2,2,0.0,663.32495807108,165358.0,6600,0.0399134000169329
170000,1,1,1,39,2,2,2,2,4,3,74298,80073,81959,89991,88018,86299,7000,3800,10000,0,0,3100,0.4370470588235294,3877.0,4,2,0.0942151874882231,3945.841693056966,500638.0,23900,0.0477390849276323
20000,1,2,2,47,2,0,0,0,0,0,19401,19670,19839,20236,19807,19843,1331,2000,688,1000,1500,700,0.97005,260.0,2,2,0.0686047110973661,509.75382947719646,118796.0,7219,0.0607680393279235
260000,2,2,1,45,0,0,0,0,0,0,113872,118281,119564,68707,39517,33842,6302,5300,2600,2500,5000,15000,0.4379692307692308,18282.8,0,0,0.0553428410847267,4611.0534588096025,493783.0,36702,0.0743281967989987
20000,2,2,1,34,2,2,2,2,2,2,13552,16513,17549,18907,19114,19186,3188,1600,3570,801,901,1,0.6776,1126.8,2,2,0.2352420306965761,1417.817113264848,104821.0,10061,0.0959826752272922
30000,2,3,2,44,1,2,2,-1,-1,-1,3213,3000,0,0,0,0,0,0,0,0,0,0,0.1071,642.6,2,1,0.0,0.0,6213.0,0,0.0
50000,2,1,2,43,0,0,0,0,0,0,42627,39610,26538,20818,19759,17907,1610,1279,687,690,671,506,0.85254,4944.0,0,0,0.0377694888216388,434.6444140520693,167259.0,5443,0.0325423445076199
200000,2,2,1,43,-1,-1,-1,-1,-1,-1,1875,2239,316,2681,3486,2296,2239,316,2681,3486,2296,3413,0.009375,1329.4,-1,-1,1.1941333333333333,1154.4833332130297,12893.0,14431,1.1192895369580391
200000,1,1,1,34,2,2,2,2,2,2,170487,174258,175905,178528,175581,180145,8000,6000,7000,0,7500,6000,0.852435,3110.4,2,2,0.0469243989277774,2928.3100928692643,1054904.0,34500,0.0327043977461456
200000,1,1,2,29,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0,0.0
300000,2,1,1,47,3,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,0.0166666666666666,0.0,3,3,0.0,0.0,30000.0,0,0.0
300000,2,2,1,36,0,0,0,0,0,0,147051,138726,139649,104245,56788,57920,6700,5800,5000,2200,2200,2600,0.49017,18648.2,0,0,0.0455624239209526,1996.4134508329348,644379.0,24500,0.0380211024878216
40000,2,1,2,26,-1,-1,-1,0,0,-1,1216,776,4059,13522,16416,807,776,4385,10000,5000,807,657,0.0304,6337.8,0,-1,0.6381578947368421,3687.090854137808,36796.0,21625,0.5876997499728231
210000,2,1,2,31,0,0,0,-1,0,0,9604,10970,1230,24531,24287,22683,5056,1230,24531,1003,479,8080,0.0457333333333333,7251.0,0,0,0.5264473136193253,9204.606529703846,93305.0,40379,0.4327635174963828
180000,2,1,2,28,-1,-1,-1,-1,-1,-1,8366,16912,9199,4745,0,0,16912,9211,4758,0,0,2771,0.0464777777777777,5091.6,-1,-1,2.021515658618217,6518.165682664615,39222.0,33652,0.8579878639539035
300000,1,3,2,34,-1,-1,-1,-1,-1,-1,4741,3767,10436,9650,4198,0,3767,10436,9856,4198,0,0,0.0158033333333333,3615.8,-1,-1,0.7945581101033538,4577.946777759654,32792.0,28257,0.8617040741644304
50000,2,3,2,48,0,-1,-1,-1,-1,0,1500,2000,1382,-118,13656,13927,2000,1382,0,13925,498,516,0.03,3332.6,0,0,1.3333333333333333,5373.762843669229,32347.0,18321,0.5663894642470708
100000,1,1,2,26,0,0,0,2,0,0,96644,99119,97195,69299,68030,63601,5000,5900,0,2500,2500,2600,0.96644,7598.6,2,0,0.0517362691941558,2098.968000391303,493888.0,18500,0.0374578851885447
100000,2,1,1,29,0,0,0,0,-1,-1,27304,28537,32498,0,0,21648,2000,4652,0,0,21648,9600,0.27304,11868.0,0,0,0.0732493407559332,8331.090460838044,109987.0,37900,0.3445861783665342
230000,1,2,2,31,0,0,0,0,0,0,100074,107085,115039,117144,117429,117560,9000,10000,6000,3405,3000,1286,0.435104347826087,3497.2,0,0,0.0899334492475568,3496.5957015359954,674331.0,32691,0.0484791593445948
270000,2,2,1,38,0,0,0,0,0,0,60654,59464,54715,51796,53256,59733,3000,3019,5000,5000,10000,10000,0.2246444444444444,3359.0,0,0,0.0494608764467306,3221.375508484949,339618.0,36019,0.1060573938954943
240000,2,1,2,28,-1,-1,-1,-1,-1,0,8590,6398,16271,27825,14489,37137,6398,16312,27829,14503,33633,10982,0.0357916666666666,11920.6,0,-1,0.7448195576251455,10387.294188895714,110710.0,109657,0.9904886640773192
180000,2,2,2,25,0,0,0,0,0,0,177633,139415,136942,114632,117808,120302,5203,30023,10024,10000,4458,5000,0.98685,13734.2,0,0,0.0292907286371338,9756.555409911158,806732.0,64708,0.080210032575874
140000,2,2,1,56,0,0,0,0,-1,-1,123460,85778,89255,82800,16800,5367,5000,5000,4132,16800,5367,2000,0.8818571428571429,25009.4,0,0,0.0404989470273772,5246.8888464181,403460.0,38299,0.0949263867545729
50000,1,2,2,25,0,0,0,0,0,0,5832,33559,32774,23113,19852,17308,30074,1800,1000,700,1000,1000,0.11664,8795.6,0,0,5.156721536351166,11834.333356805528,132438.0,35574,0.2686087074706655
